Model,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,E2E_Avg,E2E_P50,E2E_P90,E2E_P99,Exec_Avg,Exec_P50,Exec_P90,Exec_P99,TTFT_Avg,TTFT_P50,TTFT_P90,TTFT_P99,ITL_Avg,ITL_P50,ITL_P90,ITL_P99
meta-llama/Meta-Llama-3-8B,1,1,1,1.0,1.0,1.0,0.11302096999999998,0.1019125,0.17283790000000002,0.30307614999999993,0.10006019333333332,0.0857735,0.151786,0.278987,0.05741713999999999,0.0465525,0.09113000000000002,0.15535422,0.018534706666666664,0.016663499999999998,0.0312621,0.052293
meta-llama/Meta-Llama-3-8B,1,2,1,1.0,2.0,1.0,0.07420406666666667,0.06991800000000001,0.0989521,0.16409825,0.06688774333333332,0.064921,0.09264850000000002,0.12631615999999973,0.03716298,0.031931,0.054658800000000014,0.10779195999999988,0.012347153333333333,0.008897,0.0182712,0.02784105999999991
meta-llama/Meta-Llama-3-8B,1,4,1,1.0,4.0,1.0,0.05362007333333333,0.051164,0.0720669,0.10978444,0.04931036666666666,0.042165,0.064666,0.103367,0.026581839999999995,0.020541499999999997,0.041121200000000004,0.05759981999999993,0.009012776666666666,0.006943,0.014222,0.018147849999999965
meta-llama/Meta-Llama-3-8B,1,8,1,1.0,8.0,1.0,0.04088043,0.04006,0.05311040000000001,0.08142980999999994,0.03816080333333333,0.034846,0.047197,0.078618,0.019035403333333333,0.014454,0.029249900000000002,0.04563523999999996,0.007281833333333333,0.006158500000000001,0.008539,0.014647
meta-llama/Meta-Llama-3-8B,2,1,1,2.0,1.0,1.0,0.07129382999999999,0.062484,0.0856102,0.13171628999999999,0.06828687,0.062484,0.083887,0.10812574999999983,0.037783606666666664,0.033814,0.046332600000000015,0.08446299999999998,0.011170346666666664,0.009557,0.016668,0.023875139999999937
meta-llama/Meta-Llama-3-8B,2,2,1,2.0,2.0,1.0,0.05560113,0.051494,0.064921,0.08762128999999998,0.05387773999999999,0.051494,0.064865,0.081603,0.02698847333333334,0.024805,0.0358192,0.047684239999999954,0.009538043333333336,0.008897,0.013353,0.013416639999999959
meta-llama/Meta-Llama-3-8B,2,4,1,2.0,4.0,1.0,0.04256287333333333,0.04023,0.051147,0.06886516999999999,0.04174094999999999,0.04023,0.043089300000000205,0.06211079999999997,0.020507496666666666,0.019417,0.0239782,0.03791388,0.007352043333333333,0.006938,0.007310000000000083,0.010632259999999966
meta-llama/Meta-Llama-3-8B,4,1,1,4.0,1.0,1.0,0.06310723333333333,0.062484,0.062484,0.083887,0.06287138333333334,0.062484,0.062484,0.083817,0.03408192333333333,0.033814,0.033814,0.043367769999999986,0.009675429999999997,0.009557,0.009557,0.016668
meta-llama/Meta-Llama-3-8B,4,2,1,4.0,2.0,1.0,0.05177791999999999,0.051494,0.051494,0.06486556,0.05169850666666666,0.051494,0.051494,0.064865,0.02491063,0.024805,0.024805,0.027080469999999975,0.008956413333333335,0.008897,0.008897,0.013353
meta-llama/Meta-Llama-3-8B,8,1,1,8.0,1.0,1.0,0.062484000000000005,0.062484,0.062484,0.062484,0.062484000000000005,0.062484,0.062484,0.062484,0.033814000000000004,0.033814,0.033814,0.033814,0.009556999999999998,0.009557,0.009557,0.009557
