Model,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,E2E_Avg,E2E_P50,E2E_P90,E2E_P99,Exec_Avg,Exec_P50,Exec_P90,Exec_P99,TTFT_Avg,TTFT_P50,TTFT_P90,TTFT_P99,ITL_Avg,ITL_P50,ITL_P90,ITL_P99
meta-llama/Meta-Llama-3-8B,1,1,1,1.0,1.0,1.0,0.24223639666666666,0.2077365,0.4355987,0.6084641499999999,0.20806586333333332,0.172326,0.387978,0.514644,0.11594133,0.0964245,0.22887830000000006,0.31365833,0.042098366666666664,0.037988,0.081498,0.124545
meta-llama/Meta-Llama-3-8B,1,2,1,1.0,2.0,1.0,0.10763167333333333,0.0999225,0.1618969,0.24537302,0.09313565333333335,0.081603,0.13880950000000022,0.19918872999999976,0.05283186333333333,0.049353999999999995,0.0843103,0.14753917999999994,0.018266559999999998,0.017807,0.027742,0.053296339999999956
meta-llama/Meta-Llama-3-8B,1,4,1,1.0,4.0,1.0,0.07259861333333334,0.068442,0.1073997,0.17571465999999997,0.06421065333333334,0.053865,0.092437,0.153781,0.035826613333333326,0.0332375,0.054425100000000004,0.10208537,0.012257273333333334,0.0105875,0.021186,0.02747083999999991
meta-llama/Meta-Llama-3-8B,1,8,1,1.0,8.0,1.0,0.05101304333333334,0.047197,0.0717306,0.11436172,0.04598074333333334,0.041984,0.067436,0.106221,0.02423209666666667,0.021658999999999998,0.036398400000000004,0.06205750999999995,0.00892711,0.008537,0.014118,0.017322
meta-llama/Meta-Llama-3-8B,2,1,1,2.0,1.0,1.0,0.08991557,0.083817,0.12497050000000007,0.17708097,0.08168345666666667,0.083817,0.10793,0.17003813999999998,0.04562102333333333,0.040675,0.06538000000000002,0.09224626999999999,0.014764976666666667,0.0131025,0.023805,0.031299
meta-llama/Meta-Llama-3-8B,2,2,1,2.0,2.0,1.0,0.0642487,0.06264900000000001,0.08284530000000001,0.10810740999999993,0.05980929000000001,0.053405,0.078314,0.096399,0.03079464333333334,0.0249735,0.041765100000000006,0.06725310999999992,0.011151560000000001,0.008897,0.013372,0.022586029999999997
meta-llama/Meta-Llama-3-8B,2,4,1,2.0,4.0,1.0,0.047064,0.043365,0.05775300000000001,0.07607921999999999,0.04446399333333333,0.04023,0.053054800000000006,0.07374048,0.022825626666666664,0.019417,0.0307534,0.044072649999999935,0.008079606666666666,0.006938,0.010582,0.017559529999999997
meta-llama/Meta-Llama-3-8B,4,1,1,4.0,1.0,1.0,0.06529382666666667,0.062484,0.07241950000000004,0.09486380999999998,0.06417782,0.062484,0.064408,0.085681,0.03505794,0.033814,0.0390052,0.04990060999999994,0.010078953333333333,0.009557,0.009557,0.016691
meta-llama/Meta-Llama-3-8B,4,2,1,4.0,2.0,1.0,0.05253740666666667,0.051494,0.05165710000000003,0.06556336999999997,0.05200526666666666,0.051494,0.051494,0.064921,0.025402663333333332,0.024805,0.024805,0.03751316,0.009045533333333335,0.008897,0.008897,0.013372
meta-llama/Meta-Llama-3-8B,8,1,1,8.0,1.0,1.0,0.06259228666666668,0.062484,0.062484,0.062484,0.06256175666666666,0.062484,0.062484,0.062484,0.033850943333333335,0.033814,0.033814,0.033814,0.009580779999999999,0.009557,0.009557,0.009557
