Timestamp,Model,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,E2E_Avg,E2E_P50,E2E_P90,E2E_P99,Exec_Avg,Exec_P50,Exec_P90,Exec_P99,TTFT_Avg,TTFT_P50,TTFT_P90,TTFT_P99,ITL_Avg,ITL_P50,ITL_P90,ITL_P99
2025-08-20_22-03-01-976604,meta-llama/Meta-Llama-3-8B,1,1,1,2.8754257100000005,3.11659,3.7283494,3.91309583,2.4437879633333335,2.823613,2.962303,2.971174,1.2865296499999999,1.308986,1.8544082000000002,1.95153689,0.5296321033333333,0.64873,0.659275,0.659283
2025-08-20_22-03-27-129856,meta-llama/Meta-Llama-3-8B,1,2,1,21.168901636666668,22.854831,27.8580387,29.610879999999998,10.327106913333333,11.60084,11.600916,15.467855,14.60538801666667,15.120902999999998,23.980913,26.67389716,2.187837906666667,2.577976,2.57798,2.577984
2025-08-20_22-03-52-320729,meta-llama/Meta-Llama-3-8B,1,4,1,38.403771549999995,41.7084285,52.051660500000004,53.720718,16.532665883333333,18.36043,18.360853,24.480589,27.880799883333335,29.4681455,47.7526475,50.93998868,3.5076571266666665,4.080094,4.080163,4.080235
2025-08-20_22-04-19-346048,meta-llama/Meta-Llama-3-8B,1,8,1,44.61195499,48.372144,60.9470302,62.77157813,18.749744106666668,20.796954,20.796956,27.729272010000003,32.69073214,34.507507000000004,55.9042489,59.796179869999996,3.9737409166666664,4.621545,4.621546,4.621546
2025-08-20_22-04-45-398235,meta-llama/Meta-Llama-3-8B,2,1,1,0.3667267233333333,0.3371665,0.5706233,0.7406440699999999,0.32170554333333334,0.308943,0.5073401000000001,0.645963,0.1776868066666667,0.16709600000000002,0.27083229999999997,0.3948774899999999,0.06301331,0.067554,0.111639,0.139086
2025-08-20_22-05-13-597424,meta-llama/Meta-Llama-3-8B,2,2,1,8.360920863333334,9.023543,12.239239600000001,13.66560326,7.003388710000001,7.640296,10.569575,10.768724,4.065180949999999,4.312015499999999,6.485124900000001,7.156656409999999,1.431913233333333,1.507906,2.404787,2.512386
2025-08-20_22-05-41-548203,meta-llama/Meta-Llama-3-8B,2,4,1,19.01093602666667,20.139555,23.785920500000003,24.771688679999997,13.437142373333332,15.402482,18.360782,20.59826440999999,10.780368219999998,11.66424,17.1253795,17.98636285,2.7435226366666665,3.094112,4.080177,4.080212
2025-08-20_22-06-11-103577,meta-llama/Meta-Llama-3-8B,4,1,1,0.20013015999999997,0.174538,0.245585,0.3378567699999998,0.19267160666666663,0.174538,0.245585,0.316609,0.11241978666666666,0.104077,0.13287400000000005,0.1859083599999999,0.02923682,0.023487,0.04717,0.070844
2025-08-20_22-06-39-649273,meta-llama/Meta-Llama-3-8B,4,2,1,0.36555043,0.300645,0.6182494,0.84560843,0.33588688,0.223722,0.525692,0.683317,0.21114088666666667,0.1791795,0.2835979000000001,0.4764032399999999,0.051469919999999995,0.01616,0.1168175,0.16936304000000002
2025-08-20_22-07-08-844013,meta-llama/Meta-Llama-3-8B,8,1,1,0.17517633333333335,0.174538,0.174538,0.19322702999999988,0.1750261266666667,0.174538,0.174538,0.17671029,0.10424187666666666,0.104077,0.104077,0.104077,0.023644820000000007,0.023487,0.023487,0.023487
