Timestamp,Model,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,Max_Batch_Tokens,Max_Num_Seqs,Concurrency,QPS,Max_Tokens,Temperature,Top_P,Total_Gen_Avg,Total_Gen_P50,Total_Gen_P90,Total_Gen_P99,First_Token_Avg,First_Token_P50,First_Token_P90,First_Token_P99,Inter_Token_Avg,Inter_Token_P50,Inter_Token_P90,Inter_Token_P99,Schedule_Delay_Avg,Schedule_Delay_P50,Schedule_Delay_P90,Schedule_Delay_P99,E2E_Latency_Avg,E2E_Latency_P50,E2E_Latency_P90,E2E_Latency_P99,Throughput,Total_Requests,Total_Input_Tokens,Total_Output_Tokens
run_20250815_190107,Qwen/Qwen2.5-1.5B,1,1,1,512,512,8,29.0,3,0.7,0.9,43.21392854054769,42.343854904174805,50.47342777252197,58.73100280761719,19.060198465983074,18.33212375640869,25.345206260681152,33.67918014526367,12.075029611587524,11.845231056213379,12.953448295593262,14.327569007873535,0.8022276560465494,0.7646083831787109,1.1247158050537112,1.5146923065185547,44.01615619659424,43.02620887756348,51.256680488586426,59.561002254486084,83.3446501819955,300,90561,900
run_20250815_190141,Qwen/Qwen2.5-1.5B,2,1,1,512,512,8,29.0,3,0.7,0.9,46.04281266530355,44.772982597351074,52.93114185333252,67.44475126266477,21.085230509440105,19.969820976257324,27.45466232299805,42.46534824371334,12.477179368336996,12.296557426452637,13.498640060424805,14.86016035079956,0.8713499704996744,0.8232593536376953,1.231670379638672,1.5674662590026847,46.91416263580322,45.81165313720703,53.88154983520508,68.16231727600095,76.9486293258625,300,90561,900
run_20250815_190217,Qwen/Qwen2.5-1.5B,4,1,1,512,512,8,29.0,3,0.7,0.9,47.142393589019775,46.03767395019531,53.176069259643555,79.56357002258301,21.729975541432697,20.78080177307129,28.001785278320316,41.74954175949096,12.704652150472006,12.3976469039917,13.385248184204102,22.5955057144165,0.8019510904947916,0.780940055847168,1.129746437072754,1.447498798370361,47.944344679514565,46.84638977050781,54.21922206878662,80.14519214630127,85.64293583462987,300,90561,900
run_20250815_190252,Qwen/Qwen2.5-1.5B,8,1,1,512,512,8,29.0,3,0.7,0.9,49.824389616648354,48.47145080566406,56.32920265197754,77.24602937698354,23.37927500406901,22.37069606781006,29.872536659240723,45.53737401962268,13.221033811569214,12.926578521728516,13.952445983886719,22.958407402038567,0.7187136014302572,0.6803274154663086,0.9377002716064453,1.3102626800537107,50.54310321807861,49.12841320037842,56.88490867614746,77.91878461837759,90.12592041264888,300,90561,900
run_20250815_190329,Qwen/Qwen2.5-1.5B,1,2,1,512,512,8,29.0,3,0.7,0.9,79.97051080067952,70.71876525878906,116.73579216003425,168.12230110168454,40.7582418123881,33.443331718444824,72.62253761291507,110.92330932617186,19.60432569185893,17.163634300231934,29.542040824890137,30.46563148498535,0.8656978607177734,0.8653402328491211,1.1844158172607424,1.4425015449523926,80.8362086613973,71.64168357849121,117.93203353881842,168.8284921646118,86.56542615387762,300,90561,900
run_20250815_190406,Qwen/Qwen2.5-1.5B,2,2,1,512,512,8,29.0,3,0.7,0.9,74.84297434488933,69.67020034790039,95.18094062805177,188.36026668548578,37.952258586883545,33.296823501586914,56.7067623138428,131.5195655822753,18.443981011708576,16.362428665161133,24.968481063842773,34.017059803009026,0.7097236315409342,0.6612539291381836,0.9179830551147463,1.1997509002685545,75.55269797643025,70.3420639038086,95.86913585662843,188.9840126037597,84.32292545568887,300,90561,900
run_20250815_190444,Qwen/Qwen2.5-1.5B,4,2,1,512,512,8,29.0,3,0.7,0.9,108.72571070988973,68.53330135345459,133.13305377960245,826.0275244712827,66.02919181187947,34.42728519439697,78.56860160827638,614.9114203453062,21.346886952718098,15.531539916992188,25.947666168212894,282.57229566574097,0.7430871327718099,0.6947517395019531,0.9808540344238283,1.2857270240783687,109.46879784266154,69.2518949508667,133.85875225067178,826.6039180755613,73.85471682541412,300,90561,900
run_20250815_190527,Qwen/Qwen2.5-1.5B,1,4,1,512,512,8,29.0,3,0.7,0.9,88.50473324457805,82.81266689300537,126.97939872741702,166.32963180541984,46.4425794283549,40.87090492248535,74.27659034729004,113.7528109550476,21.02941592534383,18.529176712036133,32.00845718383789,32.70106792449951,0.7991512616475424,0.7687807083129883,1.0859489440917969,1.401083469390869,89.30388450622559,83.6108922958374,127.52377986907963,166.81179761886588,82.13573933179518,300,90561,900
run_20250815_190606,Qwen/Qwen2.5-1.5B,2,4,1,512,512,8,29.0,3,0.7,0.9,80.91712077458699,74.66661930084229,104.42035198211673,216.84595823287944,42.569924195607506,37.12272644042969,59.796524047851605,148.16406011581418,19.172134002049763,16.44754409790039,28.236770629882816,36.17880105972288,0.7273666063944498,0.680088996887207,0.9707927703857423,1.310441493988037,81.64448738098145,75.39904117584229,105.12259006500247,217.93895721435527,80.75868222468144,300,90561,900
run_20250820_073910,meta-llama/Meta-Llama-3-8B,1,1,1,512,512,8,29.0,3,0.7,0.9,215.12682914733887,198.1276273727417,331.4316749572754,431.96497917175276,136.25966628392538,119.61925029754639,242.96228885650638,343.819909095764,39.431941509246826,43.77949237823486,44.78151798248291,46.028149127960205,0.7127237319946289,0.6854534149169922,0.9852409362792969,1.2769603729248042,215.8395528793335,198.96912574768066,332.2363615036011,432.57114171981794,87.3425271713997,300,94752,900
