Model,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,Max_Batch_Tokens,Max_Num_Seqs,Concurrency,QPS,Max_Tokens,Temperature,Top_P,Total_Gen_Avg,Total_Gen_P50,Total_Gen_P90,Total_Gen_P99,First_Token_Avg,First_Token_P50,First_Token_P90,First_Token_P99,Inter_Token_Avg,Inter_Token_P50,Inter_Token_P90,Inter_Token_P99,Schedule_Delay_Avg,Schedule_Delay_P50,Schedule_Delay_P90,Schedule_Delay_P99,E2E_Latency_Avg,E2E_Latency_P50,E2E_Latency_P90,E2E_Latency_P99,Throughput,Total_Requests,Total_Input_Tokens,Total_Output_Tokens,Process_Time_Seconds,Total_Time_With_Init_Seconds
Qwen/Qwen2.5-1.5B,1,1,1,1.0,1.0,1.0,512.0,512.0,8.0,8.0,3.0,0.7,0.9,52.88174708684286,50.2086877822876,62.07096576690674,69.43098783493035,20.361463228861492,17.86208152770996,29.38251495361328,36.62079572677608,16.2586251894633,15.981435775756836,17.341089248657227,18.69771718978882,0.8927305539449056,0.8478164672851562,1.1505126953125,1.4259648323059078,53.77447764078776,51.24068260192871,62.89262771606445,70.29609441757195,20.67978231054413,300.0,90561.0,900.0,43.532,61.087
Qwen/Qwen2.5-1.5B,1,2,1,1.0,2.0,1.0,512.0,512.0,8.0,8.0,3.0,0.7,0.9,57.70132144292196,51.2692928314209,64.65177536010742,193.75343561172397,25.565102100372314,19.8211669921875,31.692862510681152,159.2911362648001,16.066456238428753,16.088128089904785,18.83244514465332,21.64377212524414,0.9690562884012858,0.8941888809204102,1.2912750244140627,1.817011833190918,58.67037773132324,52.3834228515625,65.4270887374878,195.390181541442,21.88000412360688,300.0,90561.0,900.0,41.145,61.737
Qwen/Qwen2.5-1.5B,1,4,1,1.0,4.0,1.0,512.0,512.0,8.0,8.0,3.0,0.7,0.9,57.355240980784096,57.30545520782471,68.02077293395998,83.41052770614621,22.68133083979289,20.040273666381836,32.86881446838379,42.4281620979309,17.33536998430888,16.110777854919434,19.107842445373535,21.24638795852661,0.8780630429585775,0.8382797241210938,1.1262893676757812,1.5251779556274414,58.233304023742676,58.184266090393066,68.7819004058838,84.05819892883298,24.879642862165415,300.0,90561.0,900.0,36.186,57.951
Qwen/Qwen2.5-1.5B,2,1,1,2.0,1.0,1.0,512.0,512.0,8.0,8.0,3.0,0.7,0.9,47.51708428064982,46.17786407470703,54.42559719085694,74.02606725692749,19.72253402074178,18.394827842712402,26.1887550354004,42.28956460952756,13.895691633224487,13.655900955200195,14.592742919921875,16.210081577301022,0.9061646461486816,0.8598566055297852,1.1663913726806645,1.5782070159912105,48.4232489267985,47.115206718444824,55.36701679229736,75.21477222442627,22.2722660285285,300.0,90561.0,900.0,40.421,57.562
Qwen/Qwen2.5-1.5B,2,2,1,2.0,2.0,1.0,512.0,512.0,8.0,8.0,3.0,0.7,0.9,63.14647595087687,62.47913837432861,72.37069606781006,87.51470804214476,28.156343301137287,27.190804481506348,35.75444221496582,47.12183713912962,17.493534485499065,17.328619956970215,19.861578941345215,23.273937702178955,0.9558788935343424,0.9130239486694336,1.26035213470459,1.7877507209777823,64.10235484441121,63.47024440765381,73.39286804199219,88.27477455139159,21.339578091819472,300.0,90561.0,900.0,42.187,62.217
Qwen/Qwen2.5-1.5B,2,4,1,2.0,4.0,1.0,512.0,512.0,8.0,8.0,3.0,0.7,0.9,60.62572876612345,58.4111213684082,69.82264518737793,104.7210216522216,26.78841431935628,25.25925636291504,34.97517108917236,52.56768703460691,16.9170077641805,16.597747802734375,18.924665451049805,23.952493667602532,1.04658842086792,1.0027885437011719,1.3303518295288086,1.922018527984619,61.67231718699137,59.58735942840576,70.83742618560791,105.94921588897697,24.15286154653751,300.0,90561.0,900.0,37.274,60.639
Qwen/Qwen2.5-1.5B,4,1,1,4.0,1.0,1.0,512.0,512.0,8.0,8.0,3.0,0.7,0.9,48.72337341308594,46.72229290008545,55.261349678039565,88.38036537170403,20.43577512105306,18.69809627532959,26.61864757537843,54.7454166412353,14.142261743545532,13.88406753540039,14.710044860839844,18.083937168121338,0.9352763493855795,0.8789300918579102,1.2137889862060547,1.6797971725463863,49.65864976247152,47.62601852416992,56.02629184722902,90.01271247863762,22.98742867163689,300.0,90561.0,900.0,39.164,56.965
Qwen/Qwen2.5-1.5B,4,2,1,4.0,2.0,1.0,512.0,512.0,8.0,8.0,3.0,0.7,0.9,67.28312333424886,65.1019811630249,75.39899349212646,123.04931163787809,30.635515848795574,28.223752975463867,38.13955783843994,82.00024604797329,18.3221693833669,18.257975578308105,21.192455291748047,27.424845695495595,1.0082594553629558,0.9469985961914062,1.343226432800293,1.8429660797119132,68.29138278961182,66.1323070526123,76.21755599975586,124.26873207092254,23.11186779999464,300.0,90561.0,900.0,38.953,62.398
Qwen/Qwen2.5-1.5B,8,1,1,8.0,1.0,1.0,512.0,512.0,8.0,8.0,3.0,0.7,0.9,51.025141874949135,48.92528057098389,58.67671966552735,91.03826761245726,21.867849826812744,20.291805267333984,28.67975234985352,58.45622539520262,14.57694967587789,14.206528663635254,16.144084930419922,18.536069393157955,1.050858497619629,0.9714365005493164,1.453399658203125,2.1421480178832994,52.076000372568764,50.00197887420654,59.412622451782234,91.85030698776244,24.06493232006973,300.0,90561.0,900.0,37.411,58.41
meta-llama/Meta-Llama-3-8B,1,1,1,1.0,1.0,1.0,512.0,512.0,8.0,8.0,3.0,0.7,0.9,83.41954867045085,79.58018779754639,108.24015140533447,146.9628024101257,40.01527706782023,35.01474857330322,55.960726737976074,97.3209691047668,21.70067548751831,18.99433135986328,30.27212619781494,39.31746482849121,0.7274190584818522,0.6922483444213867,0.9285688400268555,1.1246275901794431,84.1469677289327,80.322265625,108.94842147827148,148.03209781646726,25.167870561442435,300.0,94752.0,900.0,35.771,57.298
