Model,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,E2E_Avg,E2E_P50,E2E_P90,E2E_P99,Exec_Avg,Exec_P50,Exec_P90,Exec_P99,TTFT_Avg,TTFT_P50,TTFT_P90,TTFT_P99,ITL_Avg,ITL_P50,ITL_P90,ITL_P99
meta-llama/Meta-Llama-3-8B,1,1,1,1.0,1.0,1.0,4.691432730000001,4.8115465,5.5824936,5.929815789999999,3.0515617266666664,3.263152,3.263229,4.35086901,2.72909682,2.8537825,3.8699173000000004,4.4962054,0.6541120733333334,0.725145,0.725166,0.72517
meta-llama/Meta-Llama-3-8B,1,2,1,1.0,2.0,1.0,9.617860303333334,10.4342535,12.448971400000001,13.25299548,4.814276799999999,5.419982,5.419996,7.226644,6.559578783333333,6.8209315,10.629724300000001,11.73386616,1.0194272633333332,1.204441,1.204443,1.204445
meta-llama/Meta-Llama-3-8B,1,4,1,1.0,4.0,1.0,7.53011381,8.137493,9.7401183,10.289173309999999,4.093334966666666,4.62633,4.626474,6.168454,4.907379773333334,5.053266,8.0168487,8.74826442,0.87424478,1.028076,1.028076,1.02812
meta-llama/Meta-Llama-3-8B,1,8,1,1.0,8.0,1.0,12.619742496666666,13.627327999999999,16.7742973,17.726872380000003,5.938698553333333,6.678582,6.678585,8.904777,8.840186999999998,9.1749395,14.6623051,16.14906707,1.2598519966666666,1.48413,1.48413,1.48413
meta-llama/Meta-Llama-3-8B,2,1,1,2.0,1.0,1.0,3.0047123333333334,3.329219,4.099854,4.29513575,2.54769437,3.235138,3.244056,3.244092,1.3918769066666667,1.476197,2.0174576,2.1381496600000003,0.5376117499999999,0.718945,0.721865,0.721873
meta-llama/Meta-Llama-3-8B,2,2,1,2.0,2.0,1.0,3.6302076600000004,3.9956415,5.111226500000001,5.66346552,3.064984866666667,3.695315,4.306457,4.370819,1.7074734733333337,1.849987,2.5326294000000007,2.95598046,0.6409113433333333,0.848227,1.009291,1.009293
meta-llama/Meta-Llama-3-8B,2,4,1,2.0,4.0,1.0,2.39382178,2.739327,3.4651747000000004,3.8491215399999996,2.04097631,2.3666,2.813801,3.090175,1.10606812,1.1685240000000001,1.7435074,2.06603849,0.42925124333333337,0.534411,0.636553,0.711782
meta-llama/Meta-Llama-3-8B,4,1,1,4.0,1.0,1.0,0.4548149433333333,0.44207850000000004,0.6041794,0.73563473,0.39696243666666664,0.369088,0.557355,0.6357993,0.20296217000000003,0.18976500000000002,0.28459480000000004,0.3702006899999998,0.08395104666666665,0.08202,0.123862,0.149998
meta-llama/Meta-Llama-3-8B,4,2,1,4.0,2.0,1.0,0.27885952,0.254231,0.40886560000000005,0.5514027199999998,0.25007067,0.228018,0.375793,0.460065,0.13555824,0.1208625,0.1976118000000002,0.2847103899999998,0.047767213333333336,0.043622,0.071711,0.12095401
meta-llama/Meta-Llama-3-8B,8,1,1,8.0,1.0,1.0,0.27158113000000006,0.251784,0.3386331,0.3921543499999999,0.2561551066666667,0.239508,0.305244,0.305329,0.1368851266666667,0.1271265,0.16842690000000002,0.18508005999999996,0.044898473333333334,0.039516,0.060767,0.060781
