Timestamp,Model,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,E2E_Avg,E2E_P50,E2E_P90,E2E_P99,Exec_Avg,Exec_P50,Exec_P90,Exec_P99,TTFT_Avg,TTFT_P50,TTFT_P90,TTFT_P99,ITL_Avg,ITL_P50,ITL_P90,ITL_P99
2025-08-20_05-54-17-180439,meta-llama/Meta-Llama-3-8B,1,1,1,0.09967979666666667,0.092817,0.12270930000000002,0.2026699,0.09192634000000001,0.081996,0.11083810000000005,0.19748701999999999,0.045719146666666655,0.037166000000000005,0.0666583,0.10137102999999978,0.01798696333333333,0.015359,0.0239317,0.038962
2025-08-20_05-54-43-161003,meta-llama/Meta-Llama-3-8B,1,2,1,0.1875530066666667,0.152691,0.32552910000000007,0.6217382,0.16604499333333333,0.139331,0.28113,0.586801,0.10021411666666667,0.072264,0.17210650000000005,0.3112559,0.02911277666666667,0.02606,0.073322,0.108317
2025-08-20_05-55-09-573740,meta-llama/Meta-Llama-3-8B,1,4,1,0.18598997000000003,0.143918,0.34055710000000006,0.6451985199999999,0.16418892,0.134176,0.29221,0.610086,0.10368413666666666,0.06922049999999999,0.18620680000000012,0.32730513999999994,0.027435119999999997,0.024306,0.060352,0.112918
2025-08-20_05-55-37-843845,meta-llama/Meta-Llama-3-8B,1,8,1,0.42337324666666676,0.3168275,0.8619146000000004,1.4495373899999997,0.3652315466666667,0.254685,0.7534782000000017,1.220366,0.21876367333333335,0.1666015,0.4488746,0.7569445499999999,0.06820324666666666,0.056581,0.166082,0.272706
2025-08-20_05-56-06-729176,meta-llama/Meta-Llama-3-8B,2,1,1,0.08363260666666666,0.079936,0.092817,0.12558170999999999,0.08177986333333334,0.079936,0.092793,0.11044830999999998,0.036152920000000005,0.033859,0.04365220000000001,0.058820189999999974,0.015826606666666666,0.015359,0.015359,0.019653
2025-08-20_05-56-34-372379,meta-llama/Meta-Llama-3-8B,2,2,1,0.10588033666666669,0.093156,0.137274,0.22495836999999982,0.10226285333333335,0.093156,0.137274,0.188191,0.06369601999999999,0.059092,0.07358980000000001,0.1368559599999999,0.014060910000000003,0.011354,0.02606,0.040765
2025-08-20_05-57-02-695932,meta-llama/Meta-Llama-3-8B,2,4,1,0.09474583333333332,0.082536,0.132107,0.22001247999999982,0.09134034999999997,0.082536,0.132107,0.188417,0.06357888666666665,0.059167,0.07085530000000001,0.1371879499999999,0.010388473333333334,0.007789,0.024309400000000002,0.040831
2025-08-20_05-57-43-000263,meta-llama/Meta-Llama-3-8B,4,1,1,0.08023012333333333,0.079936,0.079936,0.092817,0.08008540999999998,0.079936,0.079936,0.0821042099999999,0.034024313333333334,0.033859,0.033859,0.04234853999999998,0.01540194,0.015359,0.015359,0.01540193999999996
2025-08-20_05-58-23-621455,meta-llama/Meta-Llama-3-8B,4,2,1,0.09396695,0.093156,0.093156,0.13726806,0.09377163000000001,0.093156,0.093156,0.13726806,0.059314689999999996,0.059092,0.059092,0.07111294,0.011550096666666667,0.011354,0.011354,0.02605901
2025-08-20_05-58-53-235953,meta-llama/Meta-Llama-3-8B,8,1,1,0.079936,0.079936,0.079936,0.079936,0.079936,0.079936,0.079936,0.079936,0.03385899999999999,0.033859,0.033859,0.033859,0.015358999999999998,0.015359,0.015359,0.015359
