Model,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,Max_Batch_Tokens,Max_Num_Seqs,Concurrency,QPS,Max_Tokens,Temperature,Top_P,Total_Gen_Avg,Total_Gen_P50,Total_Gen_P90,Total_Gen_P99,First_Token_Avg,First_Token_P50,First_Token_P90,First_Token_P99,Inter_Token_Avg,Inter_Token_P50,Inter_Token_P90,Inter_Token_P99,Schedule_Delay_Avg,Schedule_Delay_P50,Schedule_Delay_P90,Schedule_Delay_P99,E2E_Latency_Avg,E2E_Latency_P50,E2E_Latency_P90,E2E_Latency_P99,Throughput,Total_Requests,Total_Input_Tokens,Total_Output_Tokens,Process_Time_Seconds,Total_Time_With_Init_Seconds
Qwen/Qwen2.5-1.5B,1,1,1,1.0,1.0,1.0,512.0,512.0,8.0,4.0,3.0,0.7,0.9,53.62455129623413,50.94289779663086,62.98630237579348,83.77594947814941,25.58052937189738,24.27232265472412,32.79759883880615,48.52853536605834,14.02030865351359,13.257145881652832,14.44709300994873,31.083998680114746,0.8341821034749349,0.7739067077636719,1.1595249176025393,1.5006875991821287,54.45873339970907,51.758766174316406,63.93804550170901,84.58831071853638,11.725066516077959,300.0,90561.0,900.0,76.77,93.756
Qwen/Qwen2.5-1.5B,1,2,1,1.0,2.0,1.0,512.0,512.0,8.0,4.0,3.0,0.7,0.9,143.37760051091513,120.13483047485352,216.71285629272475,482.9379296302792,86.69111410776775,69.59831714630127,138.4185791015625,340.3843045234677,28.341671625773113,17.05467700958252,59.53581333160405,97.30721473693848,0.8246350288391113,0.7510185241699219,1.1180639266967776,1.5339326858520506,144.20223553975424,121.03915214538574,217.48156547546404,483.74819993972744,12.227726839710874,300.0,90561.0,900.0,73.615,133.535
Qwen/Qwen2.5-1.5B,1,4,1,1.0,4.0,1.0,512.0,512.0,8.0,4.0,3.0,0.7,0.9,154.51876719792685,119.99285221099854,270.64175605773937,428.1700587272633,96.27420902252197,73.28629493713379,177.75774002075207,317.31823444366444,29.120813608169556,16.21413230895996,64.66703414916994,136.71159267425537,0.8165637652079264,0.7475614547729492,1.1394739151000977,1.4893937110900877,155.33533096313477,120.67878246307373,271.6312646865846,429.38666343688857,12.600802346260709,300.0,90561.0,900.0,71.436,94.16
Qwen/Qwen2.5-1.5B,2,1,1,2.0,1.0,1.0,512.0,512.0,8.0,4.0,3.0,0.7,0.9,57.47941970825195,54.53014373779297,68.4767246246338,99.64350223541258,29.023391405741375,26.39591693878174,38.7998104095459,59.485018253326416,14.226539929707846,13.562440872192383,14.684295654296875,28.4479260444641,0.8464336395263672,0.7861852645874023,1.1424541473388674,1.5529537200927728,58.32585334777832,55.28914928436279,69.23439502716066,100.25410652160643,11.889018241135792,300.0,90561.0,900.0,75.712,94.548
Qwen/Qwen2.5-1.5B,2,2,1,2.0,2.0,1.0,512.0,512.0,8.0,4.0,3.0,0.7,0.9,75.25728702545166,71.42376899719238,90.2897834777832,122.89687633514394,39.547789096832275,36.398887634277344,52.816367149353034,72.26778507232656,17.853151162465412,16.873598098754883,17.926931381225586,34.67454910278312,0.9049018224080404,0.8436441421508789,1.258969306945801,1.7263078689575178,76.1621888478597,72.30198383331299,91.17498397827148,124.28768396377555,12.48098533533085,300.0,90561.0,900.0,72.121,115.418
Qwen/Qwen2.5-1.5B,2,4,1,2.0,4.0,1.0,512.0,512.0,8.0,4.0,3.0,0.7,0.9,93.15017302831014,77.4831771850586,145.6220865249634,260.46631336212147,53.1276273727417,41.5806770324707,91.60518646240239,191.6481566429137,20.009782711664837,16.31021499633789,22.388744354248058,85.43928146362305,0.8621311187744141,0.7966756820678711,1.1439561843872073,1.5840816497802732,94.01230414708455,78.44460010528564,146.6338157653809,261.17411851882923,12.144903841041417,300.0,90561.0,900.0,74.117,97.604
Qwen/Qwen2.5-1.5B,4,1,1,4.0,1.0,1.0,512.0,512.0,8.0,4.0,3.0,0.7,0.9,57.53978649775187,54.488301277160645,69.7922945022583,87.12386369705195,28.723570505777996,25.76911449432373,38.921427726745605,57.089288234710615,14.406653642654419,13.790726661682129,14.771914482116701,29.482483863830545,0.8376145362854004,0.761866569519043,1.1786699295043945,1.633062362670898,58.37740103403727,55.21595478057861,70.79226970672607,89.19308185577388,11.737227742799726,300.0,90561.0,900.0,76.691,96.438
Qwen/Qwen2.5-1.5B,4,2,1,4.0,2.0,1.0,512.0,512.0,8.0,4.0,3.0,0.7,0.9,107.77259429295857,99.32541847229004,137.61270046234134,233.8227796554559,66.49948438008626,61.13934516906738,92.20380783081056,152.63055086135864,20.635024309158325,17.114758491516113,19.549918174743663,75.42810201644897,1.0066779454549153,0.9865760803222656,1.3477563858032229,1.7229962348937977,108.7792722384135,100.63791275024414,138.42043876647952,235.771899223327,11.906596863793414,300.0,90561.0,900.0,75.6,120.752
Qwen/Qwen2.5-1.5B,8,1,1,8.0,1.0,1.0,512.0,512.0,8.0,4.0,3.0,0.7,0.9,61.34751160939535,59.30650234222412,73.90391826629639,90.81150054931639,30.798743565877277,28.28383445739746,42.46373176574707,55.28828382492065,15.272916555404663,14.654397964477539,15.646076202392578,29.88487482070921,0.8656795819600424,0.792384147644043,1.168608665466309,1.6246533393859852,62.213191191355385,60.29689311981201,74.94375705718994,91.71866416931151,12.542978288460764,300.0,90561.0,900.0,71.765,93.533
meta-llama/Meta-Llama-3-8B,1,1,1,1.0,1.0,1.0,512.0,512.0,8.0,4.0,3.0,0.7,0.9,288.85883649190265,278.0025005340576,399.21417236328125,510.28334617614735,159.92271979649863,136.25192642211914,240.07863998413086,341.1202836036682,64.4665523370107,36.9800329208374,132.27555751800537,133.86872053146362,0.7436982790629069,0.6698369979858398,1.0624170303344729,1.4070105552673338,289.6025347709656,278.59973907470703,400.03230571746826,510.82281351089466,12.589889140103175,300.0,94752.0,900.0,71.498,113.456
meta-llama/Meta-Llama-3-8B,1,2,1,1.0,2.0,1.0,512.0,512.0,8.0,4.0,3.0,0.7,0.9,929.8761494954427,865.845799446106,1596.4459657669067,1999.268500804901,545.1289383570353,463.76752853393555,1012.280535697937,1385.5386114120483,192.3721464474996,212.6915454864502,329.6379089355469,331.6543221473694,0.721733570098877,0.6608963012695312,1.0310411453247073,1.3599395751953125,930.5978830655416,866.5866851806641,1597.0529556274414,2000.484638214111,11.622586411511026,300.0,94752.0,900.0,77.447,99.359
meta-llama/Meta-Llama-3-8B,1,4,1,1.0,4.0,1.0,512.0,512.0,8.0,4.0,3.0,0.7,0.9,302.27245569229126,258.20016860961914,520.415186882019,755.5716657638548,182.03448295593262,142.173171043396,331.68442249298096,513.6862111091613,60.11756499608358,20.344972610473633,176.88493728637695,178.85598182678223,0.7046691576639811,0.6513595581054688,0.9667158126831056,1.2513685226440427,302.97712484995526,258.91923904418945,521.3268518447876,756.4161682128904,12.235926186886836,300.0,94752.0,900.0,73.565,96.435
meta-llama/Meta-Llama-3-8B,1,8,1,1.0,8.0,1.0,512.0,512.0,8.0,4.0,3.0,0.7,0.9,8953.698211510977,9755.425333976746,14848.570704460148,16001.622898578644,8063.317658106486,8856.616735458374,14062.209439277649,15129.670333862305,445.1888310909271,449.5140314102173,451.1659860610962,452.1566414833069,0.7954955101013184,0.7624626159667969,1.0377407073974614,1.3289833068847654,8954.493707021078,9756.264328956604,14849.396443367008,16002.226192951202,10.636416094200868,300.0,94752.0,900.0,84.626,111.059
meta-llama/Meta-Llama-3-8B,2,1,1,2.0,1.0,1.0,512.0,512.0,8.0,4.0,3.0,0.7,0.9,267.65270789464313,235.04114151000977,383.4069252014161,583.5075497627257,164.04082218805948,142.01843738555908,249.48811531066914,343.83213996887196,51.8042516708374,35.28892993927002,115.00551700592041,134.3810749053955,0.7928109169006348,0.7225275039672852,1.0920763015747073,1.6055297851562498,268.44551881154376,235.92233657836914,384.1020345687867,584.3365812301635,12.373220157612781,300.0,94752.0,900.0,72.749,94.496
meta-llama/Meta-Llama-3-8B,2,2,1,2.0,2.0,1.0,512.0,512.0,8.0,4.0,3.0,0.7,0.9,227.93955643971762,199.67103004455566,336.494517326355,499.47979927062977,155.6663417816162,130.77259063720703,233.91568660736087,365.30735015869124,36.13520463307699,20.92278003692627,107.00483322143556,150.34515142440796,0.7329392433166504,0.6618499755859375,1.0434627532958984,1.3234615325927734,228.67249568303427,200.69289207458496,337.11485862731934,500.5794548988341,11.970219195423189,300.0,94752.0,900.0,75.198,99.028
meta-llama/Meta-Llama-3-8B,2,4,1,2.0,4.0,1.0,512.0,512.0,8.0,4.0,3.0,0.7,0.9,1310.2446420987446,1344.6863889694214,1958.0787181854248,2349.2588090896606,863.0563465754191,855.998158454895,1384.1967105865479,1705.4505181312556,223.59285434087118,247.71273136138916,446.0680961608887,513.779284954071,0.7901310920715332,0.7472038269042969,1.0663270950317383,1.441307067871093,1311.0347731908162,1345.3426361083984,1959.1232061386108,2349.997181892395,12.17702994004112,300.0,94752.0,900.0,73.922,99.615
meta-llama/Meta-Llama-3-8B,4,1,1,4.0,1.0,1.0,512.0,512.0,8.0,4.0,3.0,0.7,0.9,250.91508150100708,225.19159317016602,350.1641035079957,407.7580404281616,157.672487894694,142.65668392181396,230.14419078826904,294.952003955841,46.619919538497925,35.53426265716553,110.68580150604248,131.32961988449097,0.747687021891276,0.6594657897949219,1.0977268218994143,1.373627185821533,251.66276852289835,226.08566284179688,350.7216930389406,408.27320098876953,12.139906864431,300.0,94752.0,900.0,74.148,97.437
meta-llama/Meta-Llama-3-8B,4,2,1,4.0,2.0,1.0,512.0,512.0,8.0,4.0,3.0,0.7,0.9,298.8819758097331,273.4600305557251,493.0843830108643,608.4846735000609,204.22036250432333,171.82421684265137,332.83536434173584,449.38707828521717,47.329227924346924,21.431565284729004,138.70534896850586,217.41005897521967,0.7557884852091471,0.699162483215332,1.0726928710937502,1.3254761695861816,299.6377642949422,274.13880825042725,493.9677476882935,609.5080590248107,11.701568884583438,300.0,94752.0,900.0,76.925,103.665
meta-llama/Meta-Llama-3-8B,8,1,1,8.0,1.0,1.0,512.0,512.0,8.0,4.0,3.0,0.7,0.9,255.93744039535522,239.9512529373169,334.6508741378784,428.503246307373,160.5436078707377,145.73562145233154,230.4051160812378,286.34305000305164,47.69544283548991,36.1708402633667,110.98430156707767,132.21580505371094,0.7835491498311361,0.7034540176391602,1.090073585510254,1.5137815475463867,256.72098954518634,240.93008041381836,335.3454828262329,429.2255616188049,12.24141906946567,300.0,94752.0,900.0,73.533,99.972
