Timestamp,Model,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,E2E_Avg,E2E_P50,E2E_P90,E2E_P99,Exec_Avg,Exec_P50,Exec_P90,Exec_P99,TTFT_Avg,TTFT_P50,TTFT_P90,TTFT_P99,ITL_Avg,ITL_P50,ITL_P90,ITL_P99
2025-08-20_21-00-27-436362,meta-llama/Meta-Llama-3-8B,1,1,1,1.28543858,1.1731265,2.2348006000000002,2.60184907,1.0975084633333334,1.010679,1.933972,2.266123,0.5849205466666667,0.5085205,1.066973400000001,1.52922903,0.23350604,0.225239,0.430755,0.541456
2025-08-20_21-00-53-503918,meta-llama/Meta-Llama-3-8B,1,2,1,1.2514786733333334,1.212299,2.2365038000000004,2.58181953,1.0729923666666665,1.011146,2.001406,2.324275,0.5758159166666666,0.5344745,1.0814534,1.5434091699999999,0.22522088999999998,0.226239,0.447335,0.543652
2025-08-20_21-01-20-589254,meta-llama/Meta-Llama-3-8B,1,4,1,0.47740980999999993,0.3572785,0.9358832000000012,1.5486502399999995,0.4096967999999999,0.3018965,0.7935827000000004,1.296155,0.23591874,0.191828,0.5070084000000005,0.8055708199999994,0.08049698333333334,0.05665,0.169849,0.313857
2025-08-20_21-01-47-523883,meta-llama/Meta-Llama-3-8B,1,8,1,2.2654181933333333,2.2243535,3.8548388,4.368773289999999,1.94581802,1.902632,3.320604,3.554916,1.0158872799999998,0.99567,1.8959778000000003,2.20094939,0.4165103100000001,0.393837,0.746254,0.799333
2025-08-20_21-02-15-387644,meta-llama/Meta-Llama-3-8B,2,1,1,0.3605221366666667,0.3401225,0.4910772,0.66909498,0.32320185,0.305244,0.431796,0.5805919199999995,0.17565457,0.15896549999999998,0.24460810000000002,0.40270934999999997,0.061622500000000004,0.06076,0.08202,0.12413672999999976
2025-08-20_21-02-43-580077,meta-llama/Meta-Llama-3-8B,2,2,1,0.23656948666666666,0.226002,0.32922700000000005,0.5580345999999999,0.2157649766666667,0.16458,0.291601,0.542061,0.12414305333333331,0.104739,0.1810053,0.30603018,0.037475596666666666,0.02246,0.064784,0.09348529999999974
2025-08-20_21-03-12-463564,meta-llama/Meta-Llama-3-8B,2,4,1,0.15366048000000002,0.128773,0.225984,0.3976969799999999,0.14387429000000002,0.118024,0.17299430000000002,0.36763389999999996,0.08730022666666666,0.074017,0.11379920000000004,0.2527087999999998,0.02211991,0.014015,0.032337,0.0751930099999998
2025-08-20_21-03-41-136131,meta-llama/Meta-Llama-3-8B,4,1,1,0.2579243466666667,0.239508,0.303219,0.36604241,0.2497814666666667,0.239508,0.303219,0.30528543999999996,0.12981810333333332,0.120959,0.158615,0.1938212999999999,0.04270181,0.039516,0.060753,0.060767140000000004
2025-08-20_21-04-09-611783,meta-llama/Meta-Llama-3-8B,4,2,1,0.1683322933333333,0.162517,0.172429,0.25362378999999996,0.16643392666666665,0.162517,0.16271400000000005,0.228065,0.09718577666666665,0.095182,0.095182,0.13534564999999985,0.02371552666666666,0.022445,0.022445,0.043638
2025-08-20_21-04-39-090622,meta-llama/Meta-Llama-3-8B,8,1,1,0.23993733666666672,0.239508,0.239508,0.23960754999999992,0.23972739000000004,0.239508,0.239508,0.239508,0.12117570000000001,0.120959,0.120959,0.120959,0.039586883333333336,0.039516,0.039516,0.039516
