Timestamp,Model,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,E2E_Avg,E2E_P50,E2E_P90,E2E_P99,Exec_Avg,Exec_P50,Exec_P90,Exec_P99,TTFT_Avg,TTFT_P50,TTFT_P90,TTFT_P99,ITL_Avg,ITL_P50,ITL_P90,ITL_P99
2025-08-20_22-07-38-292958,meta-llama/Meta-Llama-3-8B,1,1,1,4.0220391499999995,4.1395005000000005,4.7899988,5.06823376,2.7173824866666667,2.984236,2.98425,3.97898107,2.2962467799999997,2.3873939999999996,3.0499009999999998,3.46765241,0.5752642933333334,0.663164,0.663166,0.663168
2025-08-20_22-08-03-582019,meta-llama/Meta-Llama-3-8B,1,2,1,25.529846010000004,26.359821,35.003282299999995,35.47421129,10.483767633333333,11.600892,11.600916,15.46785513,18.850124733333327,18.625892999999998,33.2696258,33.96414248,2.2265738466666667,2.577976,2.57798,2.577984
2025-08-20_22-08-29-065334,meta-llama/Meta-Llama-3-8B,1,4,1,42.83315545999999,45.5981905,59.74666,60.62683768,16.715147390000002,18.36043,18.360671,24.480589,32.26511981333333,33.3579075,54.4393416,59.07132732,3.52267845,4.080094,4.080138,4.080175
2025-08-20_22-08-56-017937,meta-llama/Meta-Llama-3-8B,1,8,1,49.02718751333334,51.986068,68.6116861,69.49593932,18.92801391,20.796954,20.796956,27.729272010000003,37.067598133333334,38.1214305,62.4706088,67.94085179,3.986529743333334,4.621545,4.621546,4.621546
2025-08-20_22-09-21-922629,meta-llama/Meta-Llama-3-8B,2,1,1,2.626794503333333,2.9881775,3.6263081,3.8275395499999996,2.2291382133333335,2.782562,2.9314487000000002,2.961901,1.2087192366666666,1.276521,1.7928669000000002,1.9381111299999998,0.47269168,0.620591,0.656226,0.659192
2025-08-20_22-09-49-300205,meta-llama/Meta-Llama-3-8B,2,2,1,13.570083663333332,14.006289500000001,16.3118665,17.29824,8.986112199999997,10.206019,11.600873,11.62365995999998,8.100113863333332,8.3375425,12.9972426,13.629728329999999,1.82332331,2.518367,2.577976,2.577976
2025-08-20_22-10-16-771510,meta-llama/Meta-Llama-3-8B,2,4,1,24.020468876666666,25.455205499999998,28.248843400000002,29.0528575,14.613878566666669,18.360442,18.360741,24.480725,15.238260293333333,15.920100999999999,24.765670500000002,25.376463400000002,2.9274029199999996,4.080098,4.080144,4.080198
2025-08-20_22-10-45-664128,meta-llama/Meta-Llama-3-8B,4,1,1,0.31610784666666664,0.319198,0.4277028,0.53621767,0.2823260833333333,0.247787,0.379971,0.441175,0.14822884333333333,0.1328975,0.2122139,0.27086684,0.05595972,0.04717,0.0912371,0.09124501
2025-08-20_22-11-13-957635,meta-llama/Meta-Llama-3-8B,4,2,1,4.7324872099999995,5.022788,7.049952,7.926327889999999,3.9844179299999998,4.025358,6.191363,6.885682,2.32646617,2.4632820000000004,3.8009143000000005,4.395933559999999,0.8020069900000001,0.914931,1.440784,1.649201
2025-08-20_22-11-43-057349,meta-llama/Meta-Llama-3-8B,8,1,1,0.1830433266666667,0.174538,0.2042123,0.24565810999999993,0.18064065333333337,0.174538,0.176739,0.245585,0.10666303333333332,0.104077,0.11348030000000002,0.13582533999999996,0.025460116666666668,0.023487,0.023487,0.04717
