Model,Compute_Profile,Network_Device,VLLM_Device,QPS,VLLM_P50_Config,VLLM_P90_Config,VLLM_P99_Config,VLLM_P50,VLLM_P90,VLLM_P99,Vidur_P50_Config,Vidur_P90_Config,Vidur_P99_Config,Vidur_P50,Vidur_P90,Vidur_P99,Ratio_P50,Ratio_P90,Ratio_P99,VLLM_Latency_Ratio_P50,VLLM_Latency_Ratio_P90,VLLM_Latency_Ratio_P99,R1TP1PP1_vs_VLLM_Min_P50,R1TP1PP1_vs_VLLM_Min_P90,R1TP1PP1_vs_VLLM_Min_P99,Random_Config_P50,Random_Config_P90,Random_Config_P99,Avg_Pred_Error_P50,Avg_Pred_Error_P90,Avg_Pred_Error_P99
meta-llama/Meta-Llama-3-8B,l4_g6,l4_g6,l4_g6,4,R2-TP4-PP1,R2-TP4-PP1,R2-TP2-PP1,0.13681161403656006,0.22389039993286136,0.40111650943756066,R2-TP4-PP1,R2-TP4-PP1,R4-TP2-PP1,0.116063,0.118034,0.1651466999999994,1.1787702716331652,1.896829726458998,2.4288496799364574,1.0,1.0,1.1541428281180746,2.6584882791839735,2.444808577558685,1.9812102092589419,1.4779686300547463,1.3615084332874294,1.1541428281180746,-21.85068772109272,-29.825580437061358,-28.981918777847596
meta-llama/Meta-Llama-3-8B,l4_g6,l4_g6,l4_g6,8,R2-TP4-PP1,R2-TP4-PP1,R4-TP2-PP1,0.18606305122375488,0.323718810081482,0.4677306246757507,R2-TP4-PP1,R4-TP2-PP1,R4-TP2-PP1,0.116063,0.162517,0.226047,1.6031211602642952,1.9919073701919308,2.069174218971058,1.0,1.1245443372764752,1.0,4.119149672285544,3.9377876350803596,3.3639597245684674,2.4394666871688417,1.8568610515835797,1.4608950495641393,-29.952050688969358,-26.462866427195557,-15.276302257547584
meta-llama/Meta-Llama-3-8B,l4_g6,l4_g6,l4_g6,10,R2-TP4-PP1,R2-TP4-PP1,R2-TP4-PP1,0.2045426368713379,0.3901048660278321,0.5022375035285948,R2-TP4-PP1,R4-TP2-PP1,R4-TP2-PP1,0.118024,0.162714,0.228065,1.7330596901591022,2.397488022099095,2.202168256981978,1.0,1.1032085936694023,1.086666714106301,5.98566930951121,6.7772612140286395,6.8484417815313074,1.4287574279006987,1.3809154083586885,1.3784038908563652,-7.92485444013869,0.4088915391097899,-2.636821665316166
meta-llama/Meta-Llama-3-8B,l4_g6,l4_g6,l4_g6,29,R8-TP1-PP1,R8-TP1-PP1,R8-TP1-PP1,0.5796184539794922,0.685465931892395,0.7671891474723813,R4-TP2-PP1,R8-TP1-PP1,R8-TP1-PP1,0.228018,0.305244,0.305329,2.5419855185971816,2.245632778670162,2.5126638723225807,1.0353583322090119,1.0,1.0,17.170599803545397,26.845393292818134,26.15312200477957,6.055193007598219,8.833531561597571,8.502563394919262,-0.4141733828894445,-23.73107475689052,-26.3726234880731
