Model,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,E2E_Avg,E2E_P50,E2E_P90,E2E_P99,Exec_Avg,Exec_P50,Exec_P90,Exec_P99,TTFT_Avg,TTFT_P50,TTFT_P90,TTFT_P99,ITL_Avg,ITL_P50,ITL_P90,ITL_P99
Qwen/Qwen2.5-1.5B,1,1,1,1.0,1.0,1.0,0.06849619666666666,0.067055,0.0875235,0.10720785,0.06073526333333334,0.058952500000000005,0.073569,0.09111344999999998,0.03091503666666667,0.030453,0.04346600000000001,0.06188564999999998,0.012527096666666668,0.012188500000000001,0.015863,0.018970089999999964
Qwen/Qwen2.5-1.5B,1,2,1,1.0,2.0,1.0,0.1474626,0.137919,0.2258224,0.28304674999999996,0.12823189999999998,0.11704,0.1909241,0.266643,0.07091781333333333,0.0685705,0.11075440000000003,0.155904,0.025514879999999997,0.022853,0.042458,0.05278293
Qwen/Qwen2.5-1.5B,2,1,1,2.0,1.0,1.0,0.05314254999999999,0.052572499999999994,0.0661666,0.07525488999999998,0.04985519666666667,0.048287,0.058143,0.06623762999999998,0.02302236333333333,0.018681,0.032254200000000004,0.04055024999999999,0.010040263333333334,0.008896,0.012181,0.01584215
Qwen/Qwen2.5-1.5B,2,2,1,2.0,2.0,1.0,0.08196966,0.077207,0.10874450000000001,0.1409906499999999,0.07518544999999999,0.065477,0.096446,0.129066,0.038564140000000004,0.0348215,0.05476530000000001,0.07214970999999985,0.014468446666666666,0.011109,0.0214321,0.026872
Qwen/Qwen2.5-1.5B,4,1,1,4.0,1.0,1.0,0.04601699000000001,0.045368,0.045368,0.06061591999999998,0.04569800000000001,0.045368,0.045368,0.055225,0.019077796666666664,0.018681,0.018681,0.029428399999999983,0.008980056666666666,0.008896,0.008896,0.011653329999999995
Qwen/Qwen2.5-1.5B,4,2,1,4.0,2.0,1.0,0.06314755333333333,0.060986,0.0700501,0.08776787999999999,0.06225341333333333,0.060986,0.064011,0.07870221999999998,0.030201563333333327,0.029126,0.03284550000000001,0.04723692,0.010981973333333334,0.01062,0.01062,0.016515
Qwen/Qwen2.5-1.5B,8,1,1,8.0,1.0,1.0,0.04538926,0.045368,0.045368,0.045368,0.045368000000000006,0.045368,0.045368,0.045368,0.018702260000000002,0.018681,0.018681,0.018681,0.008896,0.008896,0.008896,0.008896
