Model,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,E2E_Avg,E2E_P50,E2E_P90,E2E_P99,Exec_Avg,Exec_P50,Exec_P90,Exec_P99,TTFT_Avg,TTFT_P50,TTFT_P90,TTFT_P99,ITL_Avg,ITL_P50,ITL_P90,ITL_P99
meta-llama/Meta-Llama-3-8B,1,1,1,1.0,1.0,1.0,0.06242350666666667,0.0555625,0.0972331,0.14784050999999995,0.05553074666666666,0.046393,0.083343,0.135932,0.030707946666666673,0.0249005,0.049995700000000004,0.07907606999999997,0.01057176,0.009213,0.017034,0.028037
meta-llama/Meta-Llama-3-8B,1,2,1,1.0,2.0,1.0,0.04495480666666666,0.0417435,0.066434,0.09456342999999999,0.040762280000000005,0.038965,0.058404,0.0867,0.022271376666666665,0.0187915,0.0353371,0.0505952099999999,0.0075610933333333345,0.0076425,0.0139068,0.017173
meta-llama/Meta-Llama-3-8B,1,4,1,1.0,4.0,1.0,0.04216753000000001,0.040376,0.05490460000000001,0.08555178999999999,0.038245023333333336,0.03503,0.0508387,0.06609931999999988,0.019662353333333337,0.0175735,0.0300418,0.05475318999999994,0.0075015866666666665,0.00764,0.010446,0.015073339999999963
meta-llama/Meta-Llama-3-8B,1,8,1,1.0,8.0,1.0,0.036945863333333336,0.035726999999999995,0.0465158,0.07344136999999999,0.033594566666666666,0.031815,0.040712,0.05874819999999989,0.01696441333333333,0.015261,0.025912499999999998,0.04390918999999994,0.006660393333333333,0.005454,0.009284,0.013187749999999967
meta-llama/Meta-Llama-3-8B,2,1,1,2.0,1.0,1.0,0.03953190666666666,0.034518,0.0492823,0.07364101999999997,0.037662453333333325,0.034518,0.044335,0.05988369999999991,0.019330363333333333,0.016697,0.025258000000000003,0.045785859999999984,0.0067336133333333326,0.00594,0.009213,0.012481
meta-llama/Meta-Llama-3-8B,2,2,1,2.0,2.0,1.0,0.03085653,0.027822,0.036927,0.05516401999999997,0.029928990000000003,0.027822,0.036924,0.0487,0.015369313333333334,0.013977,0.019181900000000012,0.032242019999999975,0.0051624033333333335,0.004615,0.007649,0.010684
meta-llama/Meta-Llama-3-8B,2,4,1,2.0,4.0,1.0,0.03209182666666667,0.029675,0.0361444,0.050350199999999984,0.03111260333333334,0.029675,0.03503,0.04548707,0.013524893333333336,0.012091,0.0177315,0.027124019999999974,0.006188706666666667,0.005861,0.0076431,0.007666789999999984
meta-llama/Meta-Llama-3-8B,4,1,1,4.0,1.0,1.0,0.03485584,0.034518,0.034518,0.044335,0.034715086666666665,0.034518,0.034518,0.04430728,0.01687112,0.016697,0.016697,0.023439309999999998,0.005994583333333333,0.00594,0.00594,0.009203099999999999
meta-llama/Meta-Llama-3-8B,4,2,1,4.0,2.0,1.0,0.028008950000000005,0.027822,0.027822,0.036924,0.027970686666666675,0.027822,0.027822,0.036924,0.01404261,0.013977,0.013977,0.01721506,0.004655446666666667,0.004615,0.004615,0.007649
meta-llama/Meta-Llama-3-8B,8,1,1,8.0,1.0,1.0,0.034518,0.034518,0.034518,0.034518,0.034518,0.034518,0.034518,0.034518,0.016696999999999997,0.016697,0.016697,0.016697,0.00594,0.00594,0.00594,0.00594
