Model,Compute_Profile,Network_Device,VLLM_Device,QPS,VLLM_P50_Config,VLLM_P90_Config,VLLM_P99_Config,VLLM_P50,VLLM_P90,VLLM_P99,Vidur_P50_Config,Vidur_P90_Config,Vidur_P99_Config,Vidur_P50,Vidur_P90,Vidur_P99,Ratio_P50,Ratio_P90,Ratio_P99,VLLM_Latency_Ratio_P50,VLLM_Latency_Ratio_P90,VLLM_Latency_Ratio_P99,R1TP1PP1_vs_VLLM_Min_P50,R1TP1PP1_vs_VLLM_Min_P90,R1TP1PP1_vs_VLLM_Min_P99,Random_Config_P50,Random_Config_P90,Random_Config_P99,Avg_Pred_Error_P50,Avg_Pred_Error_P90,Avg_Pred_Error_P99
meta-llama/Meta-Llama-3-8B,h100_p5,h100_p5,h100_p5,4,R1-TP1-PP1,R1-TP1-PP1,R1-TP1-PP1,0.045714735984802246,0.05222890377044678,0.06610561847686766,R1-TP8-PP1,R2-TP2-PP1,R2-TP2-PP1,0.027151,0.027822,0.027822,1.6837219986299674,1.8772519506306802,2.376019641897335,1.250141466505686,1.3606404341381668,1.3582811099161936,1.0,1.0,1.0,1.250141466505686,1.2373216216820753,1.2340469870456303,-43.43386778067439,-50.69033908684115,-57.06278992267052
meta-llama/Meta-Llama-3-8B,h100_p5,h100_p5,h100_p5,8,R1-TP1-PP1,R1-TP1-PP1,R1-TP1-PP1,0.048514723777771,0.06019082069396973,0.07687587738037102,R1-TP8-PP1,R2-TP2-PP1,R4-TP2-PP1,0.027151,0.027822,0.027822,1.7868485056819639,2.163425371791019,2.763132678469234,1.1897997646023917,1.25796229560015,2.158701101101351,1.0,1.0,1.0,1.1893795872433168,1.2136069042607385,1.2531077642779682,-46.00709062614717,-51.427190842182156,-55.55092293772361
meta-llama/Meta-Llama-3-8B,h100_p5,h100_p5,h100_p5,10,R1-TP1-PP1,R1-TP1-PP1,R1-TP1-PP1,0.04700934886932373,0.05715386867523194,0.06774074077606197,R1-TP8-PP1,R2-TP2-PP1,R4-TP2-PP1,0.027151,0.027822,0.027822,1.7314039582086747,2.0542688762573484,2.4347904814916963,1.276449689737107,1.3809203794248888,2.8486988802051623,1.0,1.0,1.0,1.0,1.0,1.0,-46.72467343272959,-50.32390119409885,-48.07744693674781
meta-llama/Meta-Llama-3-8B,h100_p5,h100_p5,h100_p5,29,R1-TP1-PP1,R1-TP1-PP1,R1-TP1-PP1,0.05722558498382568,0.0748377799987793,0.08819537878036499,R2-TP2-PP1,R4-TP2-PP1,R8-TP1-PP1,0.027822,0.027822,0.034518,2.0568465596946903,2.6898777945071997,2.5550547187080648,1.2349706172155412,1.1713628619233853,1.2505588599945456,1.0,1.0,1.0,1.2289378243199047,1.1816386761833035,1.1979715625261291,-49.191364314810926,-46.68165793738438,-44.397573419848555
