Model,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,Max_Batch_Tokens,Max_Num_Seqs,Concurrency,QPS,Max_Tokens,Temperature,Top_P,Total_Gen_Avg,Total_Gen_P50,Total_Gen_P90,Total_Gen_P99,First_Token_Avg,First_Token_P50,First_Token_P90,First_Token_P99,Inter_Token_Avg,Inter_Token_P50,Inter_Token_P90,Inter_Token_P99,Schedule_Delay_Avg,Schedule_Delay_P50,Schedule_Delay_P90,Schedule_Delay_P99,E2E_Latency_Avg,E2E_Latency_P50,E2E_Latency_P90,E2E_Latency_P99,Throughput,Total_Requests,Total_Input_Tokens,Total_Output_Tokens,Process_Time_Seconds,Total_Time_With_Init_Seconds
Qwen/Qwen2.5-1.5B,1,1,1,1.0,1.0,1.0,512.0,512.0,8.0,4.0,3.0,0.7,0.9,48.758646647135414,48.26807975769043,56.83133602142335,66.12286329269408,18.051133155822754,17.005443572998047,22.307586669921875,32.14191198348999,15.35208543141683,15.156030654907227,17.5539493560791,18.675694465637203,0.9594217936197916,0.9140968322753906,1.268267631530762,1.6737055778503411,49.71806844075521,49.15940761566162,57.86936283111573,66.81556701660155,11.419791235525027,300.0,90561.0,900.0,78.822,96.404
Qwen/Qwen2.5-1.5B,1,2,1,1.0,2.0,1.0,512.0,512.0,8.0,4.0,3.0,0.7,0.9,56.08580191930135,51.619768142700195,60.54689884185792,146.59272670745787,22.67659266789754,19.615888595581055,28.595328330993652,40.77254772186277,16.702845493952434,16.425371170043945,19.202327728271484,23.503644466400143,0.9330550829569498,0.8826255798339844,1.2477397918701176,1.5432095527648924,57.0188570022583,52.61409282684326,61.629700660705566,148.63815069198546,12.41829231008601,300.0,90561.0,900.0,72.486,93.028
Qwen/Qwen2.5-1.5B,1,4,1,1.0,4.0,1.0,512.0,512.0,8.0,4.0,3.0,0.7,0.9,59.76272424062093,59.330105781555176,70.16153335571289,80.44955015182495,23.650933901468914,21.800637245178223,31.98657035827637,43.14917802810667,18.054236968358357,18.511176109313965,20.57216167449951,23.86210441589355,0.9921916325887045,0.9380578994750977,1.3762235641479492,1.8793678283691395,60.75491587320963,60.3480339050293,71.18079662322998,81.90959453582764,11.38481301685915,300.0,90561.0,900.0,79.064,100.741
Qwen/Qwen2.5-1.5B,2,1,1,2.0,1.0,1.0,512.0,512.0,8.0,4.0,3.0,0.7,0.9,46.39234701792399,44.739365577697754,52.71892547607423,65.63327312469472,18.50931167602539,16.733765602111816,23.746752738952644,33.66110801696773,13.939947684605917,13.646602630615234,14.872980117797852,16.070854663848877,0.9679587682088217,0.9217262268066406,1.2805461883544924,1.636540889739988,47.36030578613281,45.69041728973389,53.54146957397462,66.5661358833312,12.050055827122655,300.0,90561.0,900.0,74.7,91.21
Qwen/Qwen2.5-1.5B,2,2,1,2.0,2.0,1.0,512.0,512.0,8.0,4.0,3.0,0.7,0.9,57.97797441482544,55.27031421661377,64.9815320968628,81.3735127449035,24.97216542561849,22.41361141204834,32.699251174926765,45.82878828048702,16.501099665959675,16.448020935058594,18.032717704772953,21.609849929809567,1.0170722007751465,0.9862184524536133,1.2943744659423833,1.6820716857910138,58.995046615600586,56.37192726135254,65.81320762634277,82.12635040283196,11.392102995756572,300.0,90561.0,900.0,79.014,99.217
Qwen/Qwen2.5-1.5B,2,4,1,2.0,4.0,1.0,512.0,512.0,8.0,4.0,3.0,0.7,0.9,60.28431097666422,56.94377422332764,69.59240436553955,111.45929574966428,25.883011023203533,23.421645164489746,33.774709701538086,48.750994205474655,17.198779980341595,16.656041145324707,19.975900650024414,27.49851703643799,1.1288118362426758,1.0275840759277344,1.5631914138793948,2.1208024024963357,61.4131228129069,57.9756498336792,70.4038143157959,113.41033935546872,12.258016733828667,300.0,90561.0,900.0,73.434,96.769
Qwen/Qwen2.5-1.5B,4,1,1,4.0,1.0,1.0,512.0,512.0,8.0,4.0,3.0,0.7,0.9,48.51933479309082,46.09644412994385,55.36255836486817,90.17136335372909,19.93663231531779,17.454028129577637,26.724720001220707,53.86166572570797,14.2897899945577,13.893485069274902,15.326833724975588,17.98424005508422,1.0146045684814453,0.9706020355224609,1.334643363952637,1.82856798171997,49.533939361572266,47.13928699493408,56.32462501525879,91.08873844146713,12.226304388901832,300.0,90561.0,900.0,73.624,91.816
Qwen/Qwen2.5-1.5B,4,2,1,4.0,2.0,1.0,512.0,512.0,8.0,4.0,3.0,0.7,0.9,59.693454106648765,56.68985843658447,67.46461391448975,92.91783571243224,26.046627362569172,23.31399917602539,32.880687713623054,53.04547309875422,16.8215811252594,16.62743091583252,19.08271312713623,24.50784206390381,1.1628961563110352,1.1273622512817383,1.5218973159790041,2.049956321716308,60.8563502629598,57.86705017089844,68.4506893157959,94.3532609939569,12.08516393542451,300.0,90561.0,900.0,74.483,97.661
Qwen/Qwen2.5-1.5B,8,1,1,8.0,1.0,1.0,512.0,512.0,8.0,4.0,3.0,0.7,0.9,49.58458185195923,47.45900630950928,55.573105812072754,81.59786701202387,20.32186985015869,18.20838451385498,25.86851119995118,48.443658351898144,14.629693826039633,14.36007022857666,15.628361701965332,18.795878887176503,1.0884833335876465,1.0349750518798828,1.4305830001831055,1.9256114959716792,50.673065185546875,48.50029945373535,56.76653385162355,83.66487979888912,12.441299376076543,300.0,90561.0,900.0,72.352,93.72
meta-llama/Meta-Llama-3-8B,1,1,1,1.0,1.0,1.0,512.0,512.0,8.0,4.0,3.0,0.7,0.9,73.57760190963745,70.04177570343018,89.73307609558107,114.62706565856932,35.456387201944985,31.400442123413086,47.66340255737307,66.94224596023557,19.059042930603027,18.40806007385254,23.76260757446289,37.69747734069824,0.813905398050944,0.7781982421875,1.0513305664062504,1.3781356811523438,74.3915073076884,70.90508937835693,90.45002460479738,115.3472852706909,11.427256235857591,300.0,94752.0,900.0,78.77,100.292
