Model,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,E2E_Avg,E2E_P50,E2E_P90,E2E_P99,Exec_Avg,Exec_P50,Exec_P90,Exec_P99,TTFT_Avg,TTFT_P50,TTFT_P90,TTFT_P99,ITL_Avg,ITL_P50,ITL_P90,ITL_P99
meta-llama/Meta-Llama-3-8B,1,1,1,1.0,1.0,1.0,0.08995188666666665,0.083817,0.127505,0.21714856999999996,0.08198079333333333,0.064408,0.1079934,0.17257287999999962,0.047755469999999994,0.038358500000000004,0.07381760000000001,0.14224593999999985,0.014065619999999997,0.009557,0.023805,0.03880370999999987
meta-llama/Meta-Llama-3-8B,1,2,1,1.0,2.0,1.0,0.06557800333333334,0.0648215,0.08588450000000002,0.13238392,0.060673679999999994,0.053405,0.078314,0.121591,0.03238350666666667,0.024805,0.049781200000000005,0.07808078999999993,0.011065066666666668,0.008897,0.013372,0.022787050000000003
meta-llama/Meta-Llama-3-8B,1,4,1,1.0,4.0,1.0,0.049017903333333335,0.0446615,0.0620886,0.09553298999999996,0.04594685333333333,0.04023,0.053857,0.07584783999999985,0.023969379999999995,0.019417,0.0356468,0.053194539999999985,0.008349616666666667,0.006938,0.010589,0.018126199999999985
meta-llama/Meta-Llama-3-8B,1,8,1,1.0,8.0,1.0,0.038343600000000005,0.032928,0.047749000000000014,0.07247446999999996,0.03649277,0.032928,0.04265940000000004,0.069914,0.017484546666666663,0.014454,0.025790800000000003,0.038655179999999977,0.006953140000000001,0.006158,0.008537,0.011745
meta-llama/Meta-Llama-3-8B,2,1,1,2.0,1.0,1.0,0.06702301666666667,0.062484,0.083817,0.11825345,0.06547835666666667,0.062484,0.083817,0.10611889999999999,0.035860630000000004,0.033814,0.0422202,0.06599835999999994,0.010387763333333331,0.009557,0.0166491,0.016762139999999936
meta-llama/Meta-Llama-3-8B,2,2,1,2.0,2.0,1.0,0.05382361666666666,0.051494,0.064865,0.07962464,0.05301575999999999,0.051494,0.053461,0.07832872999999999,0.02588214,0.024805,0.02714920000000001,0.040346809999999976,0.009314386666666669,0.008897,0.008897,0.013372
meta-llama/Meta-Llama-3-8B,2,4,1,2.0,4.0,1.0,0.04164612333333333,0.04023,0.04751860000000001,0.05813785999999996,0.04115875333333333,0.04023,0.042136,0.053091,0.02003162333333333,0.019417,0.019417,0.029916709999999992,0.007205146666666667,0.006938,0.006938,0.010589
meta-llama/Meta-Llama-3-8B,4,1,1,4.0,1.0,1.0,0.06280621,0.062484,0.062484,0.07585046999999993,0.06271680333333333,0.062484,0.062484,0.06460208999999983,0.03392265333333334,0.033814,0.033814,0.03705693999999998,0.009628183333333332,0.009557,0.009557,0.009628109999999935
meta-llama/Meta-Llama-3-8B,4,2,1,4.0,2.0,1.0,0.051660593333333324,0.051494,0.051494,0.05914091999999996,0.05159662666666666,0.051494,0.051494,0.053461,0.02488207,0.024805,0.024805,0.02483828999999997,0.008926833333333333,0.008897,0.008897,0.008897
meta-llama/Meta-Llama-3-8B,8,1,1,8.0,1.0,1.0,0.062484000000000005,0.062484,0.062484,0.062484,0.062484000000000005,0.062484,0.062484,0.062484,0.033814000000000004,0.033814,0.033814,0.033814,0.009556999999999998,0.009557,0.009557,0.009557
