Model,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,E2E_Avg,E2E_P50,E2E_P90,E2E_P99,Exec_Avg,Exec_P50,Exec_P90,Exec_P99,TTFT_Avg,TTFT_P50,TTFT_P90,TTFT_P99,ITL_Avg,ITL_P50,ITL_P90,ITL_P99
Qwen/Qwen2.5-1.5B,1,1,1,1.0,1.0,1.0,0.048909669999999995,0.045368,0.05801920000000001,0.07074928,0.047301289999999996,0.045368,0.053623,0.061890489999999986,0.020755433333333333,0.018681,0.0288984,0.03482662999999999,0.00938502,0.008896,0.011648,0.012609479999999987
Qwen/Qwen2.5-1.5B,1,2,1,1.0,2.0,1.0,0.06917250333333333,0.060986,0.08719980000000001,0.11630485999999983,0.06662883333333332,0.060986,0.07876640000000003,0.11280873999999996,0.03283033999999999,0.029126,0.0444903,0.06298103999999997,0.012114040000000003,0.01062,0.016515,0.022858
Qwen/Qwen2.5-1.5B,2,1,1,2.0,1.0,1.0,0.04557515666666667,0.045368,0.045368,0.05363388999999999,0.04544249333333334,0.045368,0.045368,0.048287,0.01883311333333333,0.018681,0.018681,0.024326359999999967,0.008914346666666668,0.008896,0.008896,0.008896
Qwen/Qwen2.5-1.5B,2,2,1,2.0,2.0,1.0,0.06173020999999999,0.060986,0.060986,0.077207,0.061380689999999995,0.060986,0.060986,0.077207,0.02953599333333333,0.029126,0.029126,0.04169252999999999,0.010731396666666667,0.01062,0.01062,0.016027
Qwen/Qwen2.5-1.5B,4,1,1,4.0,1.0,1.0,0.045368000000000006,0.045368,0.045368,0.045368,0.045368000000000006,0.045368,0.045368,0.045368,0.018681,0.018681,0.018681,0.018681,0.008896,0.008896,0.008896,0.008896
Qwen/Qwen2.5-1.5B,4,2,1,4.0,2.0,1.0,0.060986,0.060986,0.060986,0.060986,0.060986,0.060986,0.060986,0.060986,0.029125999999999996,0.029126,0.029126,0.029126,0.01062,0.01062,0.01062,0.01062
Qwen/Qwen2.5-1.5B,8,1,1,8.0,1.0,1.0,0.045368000000000006,0.045368,0.045368,0.045368,0.045368000000000006,0.045368,0.045368,0.045368,0.018681,0.018681,0.018681,0.018681,0.008896,0.008896,0.008896,0.008896
