Model,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,E2E_Avg,E2E_P50,E2E_P90,E2E_P99,Exec_Avg,Exec_P50,Exec_P90,Exec_P99,TTFT_Avg,TTFT_P50,TTFT_P90,TTFT_P99,ITL_Avg,ITL_P50,ITL_P90,ITL_P99
meta-llama/Meta-Llama-3-8B,1,1,1,1.0,1.0,1.0,0.5025138133333333,0.424196,0.8893752000000007,1.315392989999999,0.43329331000000004,0.377812,0.7895664,1.077451,0.2522461933333333,0.2112415,0.4566005,0.7243632999999996,0.08342250999999999,0.070837,0.159651,0.20831647999999936
meta-llama/Meta-Llama-3-8B,1,2,1,1.0,2.0,1.0,13.265251276666667,14.382556999999998,17.2810095,18.7973726,9.465273366666667,11.600795,11.600892,15.46779857,7.227319986666668,7.8647665,11.093173300000004,12.72933123,2.0126438266666664,2.577957,2.577976,2.577976
meta-llama/Meta-Llama-3-8B,1,4,1,1.0,4.0,1.0,30.258345240000004,33.242056,39.889832,41.98045302,15.961321900000003,18.360419,18.360551,24.48057712,20.046073770000003,21.001762,33.333336,36.40184454999999,3.4040904499999995,4.080094,4.080098,4.080135
meta-llama/Meta-Llama-3-8B,1,8,1,1.0,8.0,1.0,36.27959438333333,39.322908999999996,48.2957631,50.19594029,18.113479610000002,20.796954,20.796956,27.729272010000003,24.688957296666665,25.458273,42.433946500000005,44.3337982,3.863545576666667,4.621545,4.621546,4.621546
meta-llama/Meta-Llama-3-8B,2,1,1,2.0,1.0,1.0,0.23421080666666663,0.210672,0.3229490000000001,0.48071873,0.21748819999999994,0.1767245,0.316609,0.44113,0.12535422,0.104077,0.1714004,0.2508559799999996,0.03628557999999999,0.023487,0.070815,0.09124501
meta-llama/Meta-Llama-3-8B,2,2,1,2.0,2.0,1.0,0.5623938766666666,0.44103749999999997,1.0456360000000013,1.65057053,0.49727515333333333,0.374688,0.847828,1.494075,0.29793252,0.2306915,0.5671075,0.8258799199999999,0.08815381999999998,0.0664865,0.22190079999999998,0.32720455
meta-llama/Meta-Llama-3-8B,2,4,1,2.0,4.0,1.0,5.406171523333334,6.026419499999999,7.585251400000001,8.21670024,4.589899096666667,5.212686,6.383075,6.833184,2.47627135,2.633827,3.912502900000001,4.7121501199999996,0.9766333733333332,1.179744,1.49483,1.649941
meta-llama/Meta-Llama-3-8B,4,1,1,4.0,1.0,1.0,0.17860314666666668,0.174538,0.174538,0.24575713999999996,0.17721502666666672,0.174538,0.174538,0.24560648,0.10553838666666666,0.104077,0.104077,0.1391183199999998,0.02435492,0.023487,0.023487,0.0471601
meta-llama/Meta-Llama-3-8B,4,2,1,4.0,2.0,1.0,0.24374723000000004,0.221613,0.3421614000000001,0.5236672899999999,0.2394971333333334,0.221613,0.223722,0.5236672899999999,0.17863772333333336,0.173133,0.18557630000000003,0.29927945,0.021703186666666673,0.01616,0.01616,0.116822
meta-llama/Meta-Llama-3-8B,8,1,1,8.0,1.0,1.0,0.1746486666666667,0.174538,0.174538,0.174538,0.17453800000000003,0.174538,0.174538,0.174538,0.10418766666666665,0.104077,0.104077,0.104077,0.023487000000000004,0.023487,0.023487,0.023487
