Timestamp,Model,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,E2E_Avg,E2E_P50,E2E_P90,E2E_P99,Exec_Avg,Exec_P50,Exec_P90,Exec_P99,TTFT_Avg,TTFT_P50,TTFT_P90,TTFT_P99,ITL_Avg,ITL_P50,ITL_P90,ITL_P99
2025-08-20_21-30-34-906465,Qwen/Qwen2.5-1.5B,1,1,1,0.06910015666666666,0.062156,0.1043374,0.18838021,0.06238873333333333,0.061199,0.094948,0.15343303999999983,0.03743684,0.029346999999999998,0.0581378,0.12484994999999988,0.010554486666666666,0.006109,0.018262,0.028730139999999876
2025-08-20_21-31-00-270829,Qwen/Qwen2.5-1.5B,1,2,1,0.43610583666666675,0.318274,0.9625234000000006,1.3752151399999997,0.3736997733333333,0.267424,0.841956,1.155874,0.21312599333333335,0.15717799999999998,0.46085210000000015,0.7025605699999999,0.07432660333333334,0.05375,0.159458,0.2798
2025-08-20_21-31-30-693537,Qwen/Qwen2.5-1.5B,2,1,1,0.04786727999999999,0.043911,0.062127,0.08078260999999998,0.04661896999999999,0.043911,0.062127,0.079495,0.0272522,0.025585,0.0324151,0.046159239999999956,0.006871943333333335,0.006109,0.012181,0.012257489999999953
2025-08-20_21-31-57-940544,Qwen/Qwen2.5-1.5B,2,2,1,0.10764318666666668,0.0803345,0.16975110000000002,0.28733167999999987,0.09960807333333332,0.075239,0.169724,0.265299,0.06587234333333332,0.055338,0.0940499,0.14850264999999965,0.013923580000000001,0.006018,0.038126,0.05375
2025-08-20_21-32-28-254579,Qwen/Qwen2.5-1.5B,4,1,1,0.04417850666666666,0.043911,0.043911,0.05435945999999993,0.044111299999999985,0.043911,0.043911,0.04589792999999985,0.025670433333333333,0.025585,0.025585,0.028496469999999975,0.0061696833333333345,0.006109,0.006109,0.0061697199999999446
2025-08-20_21-32-56-228570,Qwen/Qwen2.5-1.5B,4,2,1,0.07520985333333333,0.073392,0.073392,0.121556,0.07471960000000001,0.073392,0.073392,0.121556,0.05587158333333332,0.055338,0.055338,0.07454109999999989,0.00644609,0.006018,0.006018,0.022073
2025-08-20_21-33-25-439996,Qwen/Qwen2.5-1.5B,8,1,1,0.04391099999999999,0.043911,0.043911,0.043911,0.04391099999999999,0.043911,0.043911,0.043911,0.025585,0.025585,0.025585,0.025585,0.006109,0.006109,0.006109,0.006109
