Model,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,Max_Batch_Tokens,Max_Num_Seqs,Concurrency,QPS,Max_Tokens,Temperature,Top_P,Total_Gen_Avg,Total_Gen_P50,Total_Gen_P90,Total_Gen_P99,First_Token_Avg,First_Token_P50,First_Token_P90,First_Token_P99,Inter_Token_Avg,Inter_Token_P50,Inter_Token_P90,Inter_Token_P99,Schedule_Delay_Avg,Schedule_Delay_P50,Schedule_Delay_P90,Schedule_Delay_P99,E2E_Latency_Avg,E2E_Latency_P50,E2E_Latency_P90,E2E_Latency_P99,Throughput,Total_Requests,Total_Input_Tokens,Total_Output_Tokens,Process_Time_Seconds,Total_Time_With_Init_Seconds
Qwen/Qwen2.5-1.5B,1,1,1,1.0,1.0,1.0,512.0,512.0,8.0,10.0,3.0,0.7,0.9,60.648552576700844,58.205246925354004,77.17416286468506,96.50992870330809,29.383796850840252,24.94227886199951,44.03247833251954,60.99122762680053,15.630956490834555,13.581275939941406,23.041534423828125,31.19659423828125,0.8245968818664551,0.7594823837280273,1.1113643646240237,1.4454293251037595,61.4731494585673,58.971405029296875,78.00021171569824,98.43930721282958,30.325948614884368,300.0,90561.0,900.0,29.689,46.507
Qwen/Qwen2.5-1.5B,1,2,1,1.0,2.0,1.0,512.0,512.0,8.0,10.0,3.0,0.7,0.9,218.3285148938497,196.83384895324707,379.70402240753174,478.510191440582,123.01361163457234,97.17726707458496,223.03566932678228,338.52285385131825,47.65605568885803,27.35447883605957,97.36325740814209,98.51366996765137,0.8150664965311686,0.7641315460205078,1.082897186279297,1.4849901199340816,219.14358139038086,197.93081283569336,380.35995960235596,479.19071912765475,30.08056347869839,300.0,90561.0,900.0,29.931,50.226
Qwen/Qwen2.5-1.5B,1,4,1,1.0,4.0,1.0,512.0,512.0,8.0,10.0,3.0,0.7,0.9,91.67565902074178,84.42485332489014,134.80513095855716,169.3840217590331,48.486057122548424,41.81396961212158,73.13251495361331,122.75771379470821,21.593339840571087,17.414212226867676,35.08465290069581,54.59576606750488,0.8007446924845377,0.7425546646118164,1.0733604431152346,1.4717173576354974,92.47640371322632,85.0600004196167,135.53299903869632,170.04093408584583,33.37582828466244,300.0,90561.0,900.0,26.977,48.569
Qwen/Qwen2.5-1.5B,2,1,1,2.0,1.0,1.0,512.0,512.0,8.0,10.0,3.0,0.7,0.9,60.11617581049601,57.10899829864502,73.2039213180542,90.14515161514281,30.985836187998455,28.185367584228516,42.50674247741701,58.11394691467285,14.563759167989096,13.66281509399414,15.05835056304932,31.269516944885254,0.8217120170593262,0.7549524307250977,1.1195659637451172,1.5180587768554685,60.937887827555336,57.84296989440918,73.91681671142578,91.13322496414183,26.132151427737984,300.0,90561.0,900.0,34.452,54.066
Qwen/Qwen2.5-1.5B,2,2,1,2.0,2.0,1.0,512.0,512.0,8.0,10.0,3.0,0.7,0.9,85.46674331029256,80.24835586547852,109.07633304595949,146.8527483940124,45.61250448226929,42.24729537963867,63.712000846862814,94.58182096481315,19.925691684087116,17.006397247314453,29.437732696533207,44.35878992080686,0.8394066492716471,0.7565021514892578,1.172637939453125,1.4999341964721677,86.30614995956421,81.11023902893066,109.87367630004884,147.88572311401362,28.993311268121207,300.0,90561.0,900.0,31.053,53.276
Qwen/Qwen2.5-1.5B,2,4,1,2.0,4.0,1.0,512.0,512.0,8.0,10.0,3.0,0.7,0.9,175.9057100613912,149.5276689529419,294.7203397750855,471.0303020477295,112.44382778803508,87.03958988189697,200.5405664443971,328.60992193222023,31.72956109046936,17.870664596557617,69.36988830566406,118.88857364654534,0.8268054326375326,0.7772445678710938,1.1145353317260744,1.4184379577636719,176.73251549402872,150.46751499176025,295.36690711975103,472.08269119262695,27.232736467133023,300.0,90561.0,900.0,33.06,56.609
Qwen/Qwen2.5-1.5B,4,1,1,4.0,1.0,1.0,512.0,512.0,8.0,10.0,3.0,0.7,0.9,64.77911472320557,61.99181079864502,81.42015933990479,104.72565889358515,34.64739878972372,32.562971115112305,49.423909187316895,68.63993644714348,15.064391295115152,13.95261287689209,18.609786033630375,31.703860759735107,0.8089423179626465,0.7499456405639648,1.0974645614624023,1.4614224433898904,65.58805704116821,62.87240982055664,82.19163417816162,106.0208654403686,30.10552353184931,300.0,90561.0,900.0,29.906,49.172
Qwen/Qwen2.5-1.5B,4,2,1,4.0,2.0,1.0,512.0,512.0,8.0,10.0,3.0,0.7,0.9,105.27300437291463,96.05538845062256,144.7810173034668,270.77644348144463,60.82175334294637,52.87599563598633,93.66049766540527,170.1548433303833,22.224297920862835,17.451167106628418,36.17260456085206,68.60127449035645,0.810708204905192,0.7476806640625,1.1049032211303715,1.5769696235656732,106.08371257781982,97.09107875823975,145.22602558135986,271.74906969070366,31.69793128917181,300.0,90561.0,900.0,28.405,52.562
Qwen/Qwen2.5-1.5B,8,1,1,8.0,1.0,1.0,512.0,512.0,8.0,10.0,3.0,0.7,0.9,66.96297963460286,63.063621520996094,84.29095745086671,121.53220176696776,35.05008935928345,32.866477966308594,49.55134391784668,79.70515489578246,15.955044031143188,14.541983604431152,19.497275352478027,42.40120887756345,0.829167366027832,0.7715225219726562,1.1349678039550783,1.918485164642333,67.79214700063069,63.977837562561035,85.34367084503175,122.16948509216307,28.15398363402174,300.0,90561.0,900.0,31.979,53.657
meta-llama/Meta-Llama-3-8B,1,1,1,1.0,1.0,1.0,512.0,512.0,8.0,10.0,3.0,0.7,0.9,565.3130237261454,511.9025707244873,855.9561491012574,1359.0547323226926,343.24455579121906,284.2782735824585,587.4282121658326,1091.4210462570188,111.03276451428731,133.84509086608887,134.66622829437256,135.28693914413452,0.6934110323588053,0.6322860717773438,0.9613275527954102,1.1945271492004388,566.0064347585043,512.557864189148,856.5124034881593,1359.7346973419187,27.698553257549055,300.0,94752.0,900.0,32.505,53.076
